Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608,0.0,No,18,3.0,1,1.0,20.0,4.0,2,18.0,9.0,1.0,9.0
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4.0,No,20,3.0,4,1.0,14.0,4.5,3,11.0,10.0,7.5,1.0
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869,1.0,No,19,3.0,4,2.5,3.0,4.0,3,3.0,2.0,1.0,2.0
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813,3.0,No,18,3.0,2,1.0,23.0,4.0,3,3.0,2.0,1.0,2.0
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909,3.0,No,13,3.0,4,0.0,10.0,4.0,4,8.0,7.0,1.0,7.0
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,10482.0,2326,8.5,No,14,3.0,4,1.0,24.0,1.0,3,18.0,6.0,3.0,6.0
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4.0,No,15,3.0,3,1.0,9.0,2.0,3,3.0,2.0,1.0,2.0
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0.0,Yes,22,3.0,1,0.0,9.0,2.0,3,8.0,7.0,4.0,7.0
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129,1.0,No,22,3.0,2,0.0,14.0,4.0,3,13.0,7.0,3.0,8.0
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1.0,No,16,3.0,4,1.0,4.0,4.5,2,4.0,2.0,2.0,2.0
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0.0,No,17,3.0,3,0.0,7.0,1.0,2,6.0,2.0,0.0,4.0
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223,2.0,Yes,14,3.0,3,2.5,8.0,4.5,3,1.0,0.0,0.0,0.0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1.0,Yes,15,3.0,2,1.0,7.0,3.0,4,7.0,7.0,5.0,6.0
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373,1.0,No,20,3.0,3,1.0,1.0,0.5,2,1.0,1.0,0.0,0.0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4.0,Yes,20,3.0,2,0.0,5.0,0.5,3,2.0,2.0,2.0,2.0
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,16581.0,14399,0.0,No,17,3.0,4,1.0,23.0,3.0,3,18.0,6.0,7.5,7.0
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160,1.0,No,15,3.0,1,2.0,1.0,2.0,3,1.0,0.0,0.0,0.0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251,3.0,Yes,14,3.0,4,0.0,5.0,4.0,3,0.0,0.0,0.0,0.0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401,0.0,No,17,3.0,3,1.0,4.0,3.0,3,3.0,2.0,0.0,2.0
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979.0,22478,3.0,No,17,3.0,4,2.5,6.0,2.0,3,0.0,0.0,0.0,0.0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16581.0,16154,2.0,No,22,3.0,3,0.0,27.0,3.0,2,5.0,4.0,2.0,1.0
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970,1.0,No,13,3.0,4,1.0,15.0,2.0,3,15.0,10.0,4.0,12.0
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7.0,No,19,3.0,4,0.0,18.0,4.0,3,8.0,6.0,4.0,0.0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0.0,Yes,14,3.0,2,2.0,9.0,2.0,3,8.0,7.0,2.0,7.0
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4.0,No,22,3.0,1,1.0,11.0,1.0,3,7.0,5.0,1.0,7.0
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0.0,No,17,3.0,2,2.5,10.0,3.0,2,9.0,7.0,1.0,7.0
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,16581.0,15596,3.0,No,12,3.0,4,1.0,23.0,3.0,3,12.0,9.0,4.0,9.0
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351.0,20619,7.0,No,16,3.0,3,0.0,10.0,2.0,3,1.0,0.0,0.0,0.0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8.0,No,11,3.0,3,1.0,18.0,1.0,3,8.0,7.0,0.0,1.0
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7.0,No,11,3.0,4,2.5,21.0,4.0,3,18.0,7.0,7.5,5.0
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,16581.0,17544,1.0,No,14,3.0,1,0.0,21.0,2.0,4,18.0,7.0,4.0,9.0
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326,1.0,Yes,11,3.0,3,0.0,2.0,4.5,4,2.0,2.0,2.0,2.0
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770,8.5,No,15,3.0,3,0.0,9.0,2.0,2,5.0,4.0,0.0,3.0
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2.0,No,20,3.0,1,0.0,18.0,0.5,3,11.0,9.0,0.0,9.0
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981,0.0,No,12,3.0,1,1.0,3.0,4.0,3,2.0,2.0,2.0,2.0
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201.0,19911,0.0,No,17,3.0,1,0.0,6.0,2.0,1,5.0,3.0,0.0,4.0
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1.0,No,11,3.0,4,1.0,5.0,3.0,3,5.0,2.0,0.0,2.0
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6.0,No,17,3.0,2,1.0,22.0,3.0,3,9.0,8.0,2.0,3.0
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2.0,No,11,3.0,4,0.0,5.0,3.0,2,3.0,2.0,0.0,2.0
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0.0,No,14,3.0,4,2.0,8.0,2.0,2,7.0,5.0,1.0,1.0
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4.0,No,19,3.0,1,0.0,16.0,3.0,3,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1.0,Yes,15,3.0,3,1.0,10.0,2.0,2,10.0,7.0,1.0,2.0
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1.0,No,13,3.0,4,1.0,7.0,2.0,4,7.0,6.0,5.0,0.0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1.0,Yes,14,3.0,4,1.0,3.0,2.0,3,3.0,1.0,0.0,2.0
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1.0,No,12,3.0,4,0.0,0.0,0.5,3,0.0,0.0,0.0,0.0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0.0,Yes,17,3.0,1,0.0,6.0,3.0,3,5.0,2.0,0.0,3.0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3.0,Yes,11,3.0,1,1.0,6.0,4.0,3,1.0,0.0,0.0,0.0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1.0,No,12,3.0,3,1.0,2.0,4.5,2,2.0,2.0,2.0,2.0
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7.0,No,13,3.0,3,2.0,9.0,2.0,3,6.0,2.0,1.0,3.0
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1.0,No,13,3.0,3,1.0,4.0,0.5,3,4.0,2.0,2.0,2.0
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1.0,No,20,3.0,1,0.0,6.0,3.0,2,6.0,5.0,1.0,3.0
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1.0,No,17,3.0,2,0.0,6.0,2.0,1,5.0,4.0,1.0,4.0
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1.0,No,13,3.0,1,1.0,11.0,3.0,1,11.0,8.0,3.0,10.0
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,8.5,No,17,3.0,3,0.0,20.0,3.0,2,18.0,7.0,2.0,13.0
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0.0,Yes,12,3.0,2,0.0,22.0,2.0,2,18.0,9.0,7.5,14.0
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7.0,No,13,3.0,4,0.0,9.0,3.0,4,6.0,4.0,1.0,5.0
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340,6.0,No,12,3.0,2,1.0,10.0,2.0,3,8.0,0.0,1.0,7.0
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8.0,No,22,3.0,4,0.0,6.0,2.0,3,4.0,3.0,1.0,2.0
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,22955,1.0,Yes,11,3.0,4,0.0,1.0,4.0,2,1.0,1.0,0.0,0.0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1.0,No,22,3.0,2,1.0,8.0,2.0,3,8.0,7.0,0.0,7.0
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1.0,No,18,3.0,1,1.0,10.0,3.0,3,10.0,3.0,1.0,4.0
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3.0,Yes,13,3.0,4,1.0,16.0,3.0,1,1.0,1.0,0.0,0.0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2.0,No,18,3.0,2,1.0,15.0,2.0,4,7.0,7.0,6.0,4.0
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755,0.0,No,20,3.0,3,0.0,14.0,3.0,3,13.0,9.0,4.0,9.0
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1.0,No,13,3.0,2,1.0,2.0,2.0,4,2.0,2.0,2.0,2.0
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8.0,No,13,3.0,2,0.0,7.0,2.0,2,4.0,3.0,1.0,3.0
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947,1.0,No,12,3.0,3,2.5,1.0,3.0,3,1.0,0.0,0.0,0.0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,16581.0,18575,4.0,No,13,3.0,4,1.0,28.0,2.0,3,5.0,2.0,4.0,2.0
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342,1.0,No,13,3.0,1,1.0,10.0,4.5,3,10.0,8.0,0.0,8.0
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172,1.0,No,25,3.0,3,0.0,1.0,4.0,3,1.0,1.0,0.0,0.0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4.0,Yes,19,3.0,3,1.0,7.0,2.0,2,3.0,2.0,0.0,2.0
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961,1.0,No,13,3.0,2,1.0,14.0,2.0,2,14.0,8.0,3.0,11.0
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828,1.0,No,12,3.0,1,0.0,2.0,2.0,2,2.0,2.0,1.0,2.0
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936.0,10826,1.0,Yes,11,3.0,3,0.0,6.0,4.0,3,6.0,4.0,0.0,2.0
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,16581.0,18640,3.0,No,18,3.0,2,1.0,26.0,4.5,3,7.0,7.0,4.0,7.0
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168.0,26933,0.0,Yes,18,3.0,1,1.0,6.0,2.0,2,5.0,4.0,1.0,3.0
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853.0,4223,0.0,Yes,11,3.0,2,1.0,1.0,4.5,3,0.0,0.0,0.0,0.0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,16581.0,24097,8.0,No,23,3.0,1,0.0,28.0,2.0,3,18.0,14.5,7.5,9.0
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2.0,No,13,3.0,4,0.0,6.0,3.0,3,0.0,0.0,0.0,0.0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1.0,No,13,3.0,4,1.0,5.0,2.0,3,5.0,4.0,1.0,4.0
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293,6.0,No,17,3.0,1,1.0,5.0,2.0,1,1.0,0.0,0.0,0.0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192,8.0,No,19,3.0,3,2.5,8.0,3.0,3,4.0,3.0,0.0,3.0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440,5.0,No,12,3.0,4,2.5,5.0,2.0,3,0.0,0.0,0.0,0.0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,16581.0,9490,2.0,No,22,3.0,3,1.0,28.5,3.0,3,2.0,2.0,2.0,2.0
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196.0,12449,1.0,No,12,3.0,3,2.5,6.0,2.0,3,6.0,5.0,3.0,3.0
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,16581.0,10849,5.0,No,11,3.0,1,1.0,25.0,2.0,3,4.0,2.0,0.0,3.0
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966.0,21026,3.0,Yes,15,3.0,4,2.5,15.0,2.0,3,7.0,7.0,1.0,7.0
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372,1.0,No,13,3.0,1,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539.0,4905,1.0,No,12,3.0,1,1.0,10.0,3.0,2,10.0,7.0,0.0,1.0
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741.0,6865,1.0,No,14,3.0,3,1.0,7.0,4.0,3,7.0,7.0,1.0,7.0
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491.0,11309,1.0,No,13,3.0,1,2.5,10.0,4.0,2,10.0,7.0,7.5,9.0
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1.0,No,25,3.0,2,0.0,20.0,3.0,3,18.0,11.0,7.5,14.5
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050,1.0,No,17,3.0,4,0.0,2.0,2.0,3,2.0,1.0,2.0,2.0
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2.0,No,11,3.0,3,1.0,12.0,3.0,2,6.0,3.0,1.0,4.0
42,No,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858,7.0,No,16,3.0,1,1.0,10.0,3.0,4,4.0,3.0,0.0,3.0
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220.0,10893,0.0,Yes,18,3.0,2,1.0,12.0,3.0,3,11.0,7.0,1.0,9.0
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743.0,7331,1.0,No,20,3.0,3,1.0,2.0,2.0,3,2.0,2.0,2.0,2.0
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998.0,2338,4.0,Yes,14,3.0,4,0.0,10.0,2.0,3,8.0,7.0,0.0,7.0
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252.0,4235,2.0,Yes,21,3.0,3,1.0,17.0,2.0,3,7.0,7.0,7.0,7.0
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311,0.0,No,13,3.0,2,1.0,15.0,4.5,3,14.0,10.0,4.0,10.0
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852.0,11591,7.0,No,12,3.0,2,1.0,7.0,2.0,4,5.0,1.0,1.0,3.0
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0.0,No,14,3.0,2,0.0,5.0,4.0,3,4.0,3.0,1.0,1.0
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579.0,9369,0.0,Yes,21,3.0,1,1.0,12.0,2.0,3,11.0,9.0,5.0,7.0
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191.0,23281,3.0,Yes,17,3.0,3,0.0,20.0,4.5,3,1.0,0.0,0.0,0.0
35,No,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755,4.0,Yes,11,3.0,2,1.0,16.0,4.5,2,13.0,2.0,4.0,12.0
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1.0,Yes,14,3.0,4,2.0,9.0,3.0,2,9.0,7.0,6.0,8.0
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502.0,9659,7.0,No,17,3.0,1,1.0,28.5,2.0,1,5.0,4.0,1.0,4.0
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982,1.0,No,13,3.0,4,1.0,10.0,4.5,3,10.0,5.0,7.0,7.0
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,1859.0,6148,1.0,Yes,25,3.0,2,0.0,1.0,2.0,4,1.0,1.0,0.0,0.0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760.0,5598,1.0,No,15,3.0,1,2.5,3.0,4.5,3,3.0,2.0,1.0,2.0
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,16581.0,23474,3.0,No,14,3.0,1,0.0,28.5,2.0,3,10.0,9.0,0.0,9.0
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1.0,Yes,12,3.0,4,0.0,6.0,2.0,2,6.0,5.0,0.0,1.0
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812.0,17198,1.0,No,19,3.0,2,0.0,10.0,2.0,3,10.0,9.0,1.0,8.0
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1254,3,Female,48,2,2,Sales Executive,4,Single,5171.0,16490,5.0,No,17,3.0,4,0.0,13.0,2.0,3,6.0,1.0,0.0,5.0
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1255,3,Male,96,1,5,Research Director,4,Married,16581.0,18625,3.0,No,14,3.0,2,1.0,25.0,2.0,3,8.0,7.0,0.0,7.0
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1256,1,Male,85,2,5,Manager,3,Married,16581.0,12124,2.0,No,13,3.0,3,1.0,23.0,2.0,4,1.0,0.0,0.0,0.0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,3,Male,46,3,1,Research Scientist,2,Married,3692.0,9256,1.0,No,12,3.0,3,0.0,12.0,2.0,2,11.0,10.0,0.0,7.0
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559.0,16620,5.0,No,11,3.0,3,0.0,7.0,4.0,2,1.0,0.0,0.0,0.0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517.0,3208,1.0,No,11,3.0,2,2.5,5.0,2.0,3,5.0,3.0,0.0,3.0
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1.0,Yes,11,3.0,2,2.0,6.0,2.0,3,6.0,0.0,1.0,0.0
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1263,4,Male,76,2,5,Research Director,4,Single,16581.0,8733,6.0,No,12,3.0,3,0.0,25.0,3.0,4,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1264,4,Female,87,2,4,Research Director,4,Divorced,16124.0,3423,3.0,No,14,3.0,2,2.0,9.0,2.0,2,7.0,7.0,1.0,7.0
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1265,3,Female,89,4,1,Research Scientist,3,Married,2585.0,21643,0.0,No,17,3.0,4,0.0,2.0,4.5,2,1.0,0.0,0.0,0.0
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1267,2,Male,88,3,5,Manager,2,Married,16581.0,8751,7.0,No,11,3.0,3,1.0,26.0,4.5,3,18.0,9.0,3.0,10.0
